2014-08-08,72525,1,25062
2014-08-09,1154,0,469
2014-08-10,41058,1,14589
2014-08-11,3884,1,1392
2014-08-12,1174,0,464
2014-08-13,763,22,268
2014-08-14,626,-4,177
2014-08-15,69329,1,25949
2014-08-16,1540,2,553
2014-08-17,30140,1,11584
2014-08-18,3156,-1,1186
2014-08-19,1390,2,437
2014-08-20,237,1,94
