2014-07-27,230,10,8
2014-07-28,115,258,4
2014-07-29,252,22160,1
2014-08-01,1276,7,102
2014-08-02,820,11,61
2014-08-03,171,10,10
2014-08-04,28,20,2
2014-08-05,23,5,3
2014-08-06,1,0,1
2014-08-07,4,4,1
2014-08-08,24,11,1
2014-08-09,4,7,1
2014-08-11,19,5486,1
2014-08-12,1353,6,99
2014-08-13,507,10,35
2014-08-14,86,7,8
2014-08-15,41,8,3
2014-08-16,7,3,1
2014-08-19,78,96,1
2014-08-20,35,17,1
